[2025-06-12 19:48:57.795] ----------------------------------------------------------
[2025-06-12 19:48:57.795] > System restarted!
[2025-06-12 19:48:57.795] ----------------------------------------------------------
[2025-06-12 19:48:57.796] 阀设备：10
2025-06-12 19:48:57.987  阀芯位移值: 551, PWMA: 0, PWMB: 3751, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:58.154  阀芯位移值: 522, PWMA: 0, PWMB: 3843, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:58.324  阀芯位移值: 506, PWMA: 0, PWMB: 3921, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:58.494  阀芯位移值: 489, PWMA: 0, PWMB: 3963, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:58.664  阀芯位移值: 476, PWMA: 0, PWMB: 4013, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:58.834  阀芯位移值: 476, PWMA: 0, PWMB: 4027, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:59.004  阀芯位移值: 464, PWMA: 0, PWMB: 4055, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:59.174  阀芯位移值: 460, PWMA: 0, PWMB: 4062, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:59.344  阀芯位移值: 455, PWMA: 0, PWMB: 4062, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:59.514  阀芯位移值: 453, PWMA: 0, PWMB: 4076, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:59.684  阀芯位移值: 451, PWMA: 0, PWMB: 4076, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:48:59.854  阀芯位移值: 447, PWMA: 0, PWMB: 4076, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:00.024  阀芯位移值: 447, PWMA: 0, PWMB: 4076, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:00.194  阀芯位移值: 445, PWMA: 0, PWMB: 4076, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:00.364  阀芯位移值: 444, PWMA: 0, PWMB: 4076, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:00.534  阀芯位移值: 442, PWMA: 0, PWMB: 4062, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:00.704  阀芯位移值: 442, PWMA: 0, PWMB: 4062, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:00.874  阀芯位移值: 442, PWMA: 0, PWMB: 4048, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:01.044  阀芯位移值: 446, PWMA: 0, PWMB: 4041, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:01.214  阀芯位移值: 445, PWMA: 0, PWMB: 4041, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:01.384  阀芯位移值: 446, PWMA: 0, PWMB: 4034, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:01.554  阀芯位移值: 447, PWMA: 0, PWMB: 4020, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:01.725  阀芯位移值: 447, PWMA: 0, PWMB: 4020, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:01.894  阀芯位移值: 447, PWMA: 0, PWMB: 4020, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:02.064  阀芯位移值: 448, PWMA: 0, PWMB: 4027, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:02.234  阀芯位移值: 447, PWMA: 0, PWMB: 4013, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:02.404  阀芯位移值: 448, PWMA: 0, PWMB: 4020, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:02.574  阀芯位移值: 447, PWMA: 0, PWMB: 4034, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:02.744  阀芯位移值: 446, PWMA: 0, PWMB: 4027, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:02.914  阀芯位移值: 444, PWMA: 0, PWMB: 4041, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:03.084  阀芯位移值: 444, PWMA: 0, PWMB: 4055, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:03.254  阀芯位移值: 443, PWMA: 0, PWMB: 4055, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:03.424  阀芯位移值: 443, PWMA: 0, PWMB: 4062, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:49:03.594  阀芯位移值: 442, PWMA: 0, PWMB: 4062, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
