[2025-06-12 19:13:38.610] ----------------------------------------------------------
[2025-06-12 19:13:38.611] > System started!
[2025-06-12 19:13:38.611] ----------------------------------------------------------
[2025-06-12 19:13:38.611] 阀设备：10
[2025-06-12 19:13:38.612] System started!
2025-06-12 19:13:38.803  阀芯位移值: 543, PWMA: 0, PWMB: 3730, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:38.971  阀芯位移值: 541, PWMA: 0, PWMB: 3723, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:39.141  阀芯位移值: 542, PWMA: 0, PWMB: 3730, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:39.311  阀芯位移值: 542, PWMA: 0, PWMB: 3758, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:39.491  阀芯位移值: 541, PWMA: 0, PWMB: 3772, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:39.661  阀芯位移值: 540, PWMA: 0, PWMB: 3801, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:39.831  阀芯位移值: 537, PWMA: 0, PWMB: 3822, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:40.001  阀芯位移值: 536, PWMA: 0, PWMB: 3843, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:40.171  阀芯位移值: 534, PWMA: 0, PWMB: 3864, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:40.341  阀芯位移值: 532, PWMA: 0, PWMB: 3892, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
2025-06-12 19:13:40.511  阀芯位移值: 527, PWMA: 0, PWMB: 3907, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 0
