[2025-05-15 14:16:48.330] ----------------------------------------------------------
[2025-05-15 14:16:48.330] > System restarted!
[2025-05-15 14:16:48.332] ----------------------------------------------------------
2025-05-15 14:16:58.345  阀芯位移值: 972, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26946
2025-05-15 14:17:08.331  阀芯位移值: 1123, PWMA: 2251, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 31051
2025-05-15 14:17:18.331  阀芯位移值: 1148, PWMA: 2322, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 31729
2025-05-15 14:17:28.335  阀芯位移值: 1161, PWMA: 2400, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 32103
2025-05-15 14:17:38.330  阀芯位移值: 1176, PWMA: 2485, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 32496
2025-05-15 14:17:48.325  阀芯位移值: 1187, PWMA: 2527, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 32799
2025-05-15 14:17:58.336  阀芯位移值: 1197, PWMA: 2548, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 33085
2025-05-15 14:18:08.326  阀芯位移值: 1207, PWMA: 2577, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 33335
2025-05-15 14:18:18.332  阀芯位移值: 1215, PWMA: 2619, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 33567
2025-05-15 14:18:28.331  阀芯位移值: 1226, PWMA: 2633, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 33870
2025-05-15 14:18:38.326  阀芯位移值: 1236, PWMA: 2662, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 34138
2025-05-15 14:18:48.344  阀芯位移值: 1246, PWMA: 2711, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 34423
2025-05-15 14:18:58.325  阀芯位移值: 1259, PWMA: 2747, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 34780
2025-05-15 14:19:08.330  阀芯位移值: 1270, PWMA: 2796, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 35084
2025-05-15 14:19:18.337  阀芯位移值: 1284, PWMA: 2831, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 35458
2025-05-15 14:19:28.324  阀芯位移值: 1298, PWMA: 2874, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 35833
2025-05-15 14:19:38.327  阀芯位移值: 1311, PWMA: 2923, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 36190
2025-05-15 14:19:48.328  阀芯位移值: 1325, PWMA: 2994, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 36600
2025-05-15 14:19:58.324  阀芯位移值: 1340, PWMA: 3037, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 37011
2025-05-15 14:20:08.325  阀芯位移值: 1347, PWMA: 3079, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 37243
2025-05-15 14:20:18.333  阀芯位移值: 1355, PWMA: 3171, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 37421
2025-05-15 14:20:28.337  阀芯位移值: 1380, PWMA: 3199, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 38117
2025-05-15 14:20:38.331  阀芯位移值: 1404, PWMA: 3291, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 38760
2025-05-15 14:20:48.326  阀芯位移值: 1415, PWMA: 3334, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 39081
2025-05-15 14:20:58.335  阀芯位移值: 1434, PWMA: 3397, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 39581
2025-05-15 14:21:08.340  阀芯位移值: 1451, PWMA: 3454, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40062
2025-05-15 14:21:18.337  阀芯位移值: 1464, PWMA: 3510, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40437
