[2025-05-15 16:55:45.946] ----------------------------------------------------------
[2025-05-15 16:55:45.946] > System restarted!
[2025-05-15 16:55:45.947] ----------------------------------------------------------
2025-05-15 16:56:00.960  阀芯位移值: 237, PWMA: 0, PWMB: 5222, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6727
2025-05-15 16:56:15.942  阀芯位移值: 233, PWMA: 0, PWMB: 7231, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6620
2025-05-15 16:56:30.945  阀芯位移值: 231, PWMA: 0, PWMB: 7033, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6567
2025-05-15 16:56:45.950  阀芯位移值: 231, PWMA: 0, PWMB: 6878, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6567
2025-05-15 16:57:00.956  阀芯位移值: 234, PWMA: 0, PWMB: 6764, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6656
2025-05-15 16:57:15.942  阀芯位移值: 231, PWMA: 0, PWMB: 6680, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6567
2025-05-15 16:57:30.955  阀芯位移值: 232, PWMA: 0, PWMB: 6616, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6584
2025-05-15 16:57:45.982  阀芯位移值: 230, PWMA: 0, PWMB: 6566, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6549
2025-05-15 16:58:00.969  阀芯位移值: 232, PWMA: 0, PWMB: 6524, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6584
2025-05-15 16:58:15.954  阀芯位移值: 232, PWMA: 0, PWMB: 6496, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6584
2025-05-15 16:58:30.960  阀芯位移值: 231, PWMA: 0, PWMB: 6467, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6567
2025-05-15 16:58:45.962  阀芯位移值: 232, PWMA: 0, PWMB: 6446, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6602
2025-05-15 16:59:00.955  阀芯位移值: 232, PWMA: 0, PWMB: 6425, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6602
2025-05-15 16:59:15.967  阀芯位移值: 232, PWMA: 0, PWMB: 6411, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6584
2025-05-15 16:59:30.962  阀芯位移值: 281, PWMA: 0, PWMB: 4119, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 7976
2025-05-15 16:59:45.952  阀芯位移值: 300, PWMA: 0, PWMB: 4041, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 8494
2025-05-15 17:00:00.955  阀芯位移值: 322, PWMA: 0, PWMB: 3963, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 9101
2025-05-15 17:00:15.963  阀芯位移值: 340, PWMA: 0, PWMB: 3885, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 9618
2025-05-15 17:00:30.970  阀芯位移值: 363, PWMA: 0, PWMB: 3808, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 10261
2025-05-15 17:00:45.958  阀芯位移值: 382, PWMA: 0, PWMB: 3723, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 10778
2025-05-15 17:01:00.969  阀芯位移值: 402, PWMA: 0, PWMB: 3624, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 11331
2025-05-15 17:01:15.981  阀芯位移值: 424, PWMA: 0, PWMB: 3602, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 11956
2025-05-15 17:01:30.965  阀芯位移值: 445, PWMA: 0, PWMB: 3482, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 12527
2025-05-15 17:01:45.962  阀芯位移值: 465, PWMA: 0, PWMB: 3334, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 13080
2025-05-15 17:02:00.956  阀芯位移值: 488, PWMA: 0, PWMB: 3284, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 13723
2025-05-15 17:02:15.957  阀芯位移值: 505, PWMA: 0, PWMB: 3228, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 14204
2025-05-15 17:02:30.954  阀芯位移值: 525, PWMA: 0, PWMB: 3178, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 14758
2025-05-15 17:02:45.972  阀芯位移值: 547, PWMA: 0, PWMB: 3107, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 15364
2025-05-15 17:03:00.959  阀芯位移值: 569, PWMA: 0, PWMB: 3008, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 15953
2025-05-15 17:03:15.971  阀芯位移值: 587, PWMA: 0, PWMB: 2902, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 16453
2025-05-15 17:03:30.959  阀芯位移值: 605, PWMA: 0, PWMB: 2803, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 16953
2025-05-15 17:03:45.956  阀芯位移值: 625, PWMA: 0, PWMB: 2718, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 17488
2025-05-15 17:04:00.951  阀芯位移值: 644, PWMA: 0, PWMB: 2598, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 18023
2025-05-15 17:04:15.960  阀芯位移值: 658, PWMA: 0, PWMB: 2506, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 18398
2025-05-15 17:04:30.952  阀芯位移值: 679, PWMA: 0, PWMB: 2435, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 18987
2025-05-15 17:04:45.961  阀芯位移值: 684, PWMA: 0, PWMB: 2421, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 19112
2025-05-15 17:05:00.955  阀芯位移值: 704, PWMA: 0, PWMB: 2421, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 19665
2025-05-15 17:05:15.972  阀芯位移值: 728, PWMA: 0, PWMB: 2350, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 20308
2025-05-15 17:05:30.965  阀芯位移值: 745, PWMA: 0, PWMB: 2294, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 20789
2025-05-15 17:05:45.955  阀芯位移值: 768, PWMA: 0, PWMB: 2372, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 21414
2025-05-15 17:06:00.978  阀芯位移值: 791, PWMA: 0, PWMB: 2350, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 22021
2025-05-15 17:06:15.965  阀芯位移值: 811, PWMA: 0, PWMB: 2181, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 22556
2025-05-15 17:06:30.978  阀芯位移值: 836, PWMA: 0, PWMB: 2131, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 23252
2025-05-15 17:06:45.969  阀芯位移值: 844, PWMA: 0, PWMB: 2492, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 23466
2025-05-15 17:07:00.952  阀芯位移值: 864, PWMA: 0, PWMB: 1919, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 24019
2025-05-15 17:07:15.963  阀芯位移值: 895, PWMA: 0, PWMB: 2499, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 24858
2025-05-15 17:07:30.959  阀芯位移值: 891, PWMA: 0, PWMB: 2096, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 24751
2025-05-15 17:07:45.979  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26553
2025-05-15 17:08:00.966  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26571
2025-05-15 17:08:15.952  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26553
2025-05-15 17:08:30.954  阀芯位移值: 956, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26518
2025-05-15 17:08:45.962  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26553
2025-05-15 17:09:00.962  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26571
2025-05-15 17:09:15.968  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26553
2025-05-15 17:09:30.951  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26553
2025-05-15 17:09:45.956  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26553
2025-05-15 17:10:00.966  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26553
2025-05-15 17:10:15.966  阀芯位移值: 959, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26589
2025-05-15 17:10:30.965  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26553
2025-05-15 17:10:39.073  阀芯位移值: 237, PWMA: 0, PWMB: 5215, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 6727
[2025-05-15 17:10:39.073] System restarted!
