[2025-05-20 15:26:25.076] ----------------------------------------------------------
[2025-05-20 15:26:25.076] > System restarted!
[2025-05-20 15:26:25.076] ----------------------------------------------------------
[2025-05-20 15:26:25.076] 阀设备：12
2025-05-20 15:26:25.301  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26571
2025-05-20 15:26:25.484  阀芯位移值: 947, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26250
2025-05-20 15:26:25.684  阀芯位移值: 968, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26839
2025-05-20 15:26:25.893  阀芯位移值: 958, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26571
2025-05-20 15:26:26.088  阀芯位移值: 947, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26268
2025-05-20 15:26:26.298  阀芯位移值: 1065, PWMA: 0, PWMB: 2662, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 29462
2025-05-20 15:26:26.504  阀芯位移值: 959, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26589
2025-05-20 15:26:26.700  阀芯位移值: 965, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26750
2025-05-20 15:26:26.908  阀芯位移值: 967, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26803
2025-05-20 15:26:27.102  阀芯位移值: 961, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 194, LVDT反馈电压: 26643
2025-05-20 15:26:27.313  阀芯位移值: 966, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26768
2025-05-20 15:26:27.510  阀芯位移值: 953, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26429
2025-05-20 15:26:27.713  阀芯位移值: 953, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26429
2025-05-20 15:26:27.921  阀芯位移值: 1037, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 28695
2025-05-20 15:26:28.117  阀芯位移值: 966, PWMA: 0, PWMB: 2336, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26768
2025-05-20 15:26:28.323  阀芯位移值: 952, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26393
2025-05-20 15:26:28.540  阀芯位移值: 970, PWMA: 985, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26893
2025-05-20 15:26:28.731  阀芯位移值: 966, PWMA: 1664, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26768
2025-05-20 15:26:28.943  阀芯位移值: 1005, PWMA: 2372, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 27838
2025-05-20 15:26:29.139  阀芯位移值: 1194, PWMA: 2973, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 32996
2025-05-20 15:26:29.341  阀芯位移值: 1208, PWMA: 2952, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 33388
2025-05-20 15:26:29.551  阀芯位移值: 1220, PWMA: 2782, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 33709
